model_name,model_version,mlflow_run_id,preprocessor_model_uri,classifier_model_uri,calibration_method,background_dataset,background_sample_size,background_random_seed,global_explanation_dataset,global_explanation_sample_size,global_explanation_random_seed,local_case_count,stability_background_seeds,stability_top_feature_count,shap_output_scale,interpretation_limit
xgboost,xgboost-v1.0.0,a1f99cff34cf44728d3b6c9499ffeee3,runs:/a1f99cff34cf44728d3b6c9499ffeee3/xgboost_preprocessor,runs:/a1f99cff34cf44728d3b6c9499ffeee3/xgboost_classifier,sigmoid,chronological training split only,500,42,deterministic random final-holdout sample,2000,42,4,42 | 52 | 62,10,XGBoost raw margin,"SHAP values describe model-feature contributions, not causal evidence or proof of fraud."
