model_name,model_version,mlflow_run_id,selected_calibration_method,calibration_primary_selection_metric,calibration_secondary_selection_metric,calibration_fit_rows,policy_selection_rows,configured_operational_capacity,final_holdout_evaluation_complete,currency
xgboost,xgboost-v1.0.0,a1f99cff34cf44728d3b6c9499ffeee3,sigmoid,brier_score,expected_calibration_error,44290,44291,1000,True,GBP
