model_name,model_version,mlflow_run_id,evaluation_period,currency,review_capacity,reviewed_transaction_count,total_fraud_count,captured_fraud_count,missed_fraud_count,unnecessary_review_count,fraud_capture_rate,review_precision,manual_review_cost_per_case,fraud_prevention_value_per_captured_case,false_negative_cost_per_missed_case,total_expected_review_cost,total_expected_prevention_value,net_expected_value,illustrative_residual_missed_fraud_exposure,interpretation
xgboost,xgboost-v1.0.0,a1f99cff34cf44728d3b6c9499ffeee3,final_chronological_holdout,GBP,1000,1000,3083,870,2213,130,0.2821926694777814,0.87,5.0,500.0,500.0,5000.0,435000.0,430000.0,1106500.0,Public-data benchmark estimate under documented illustrative assumptions; not realised institutional value.
