rank,transformed_feature,mean_absolute_shap_value
850,DeviceInfo_A3_mini,0.0
851,DeviceInfo_A466BG,0.0
852,DeviceInfo_A5002,0.0
853,DeviceInfo_A50C+,0.0
854,DeviceInfo_A574BL Build/NMF26F,0.0
855,DeviceInfo_A621R,0.0
856,DeviceInfo_A9,0.0
857,DeviceInfo_A952,0.0
858,DeviceInfo_A96 Build/LMY47I,0.0
859,DeviceInfo_A97,0.0
860,DeviceInfo_AERIAL,0.0
861,DeviceInfo_ALCATEL,0.0
862,DeviceInfo_ALCATEL ONE TOUCH 5036A Build/JDQ39,0.0
863,DeviceInfo_ALCATEL ONE TOUCH 7040A Build/JDQ39,0.0
864,DeviceInfo_ALCATEL ONE TOUCH 7042A Build/JDQ39,0.0
865,DeviceInfo_ALCATEL ONE TOUCH 7047A Build/JDQ39,0.0
866,DeviceInfo_ALE-L21 Build/HuaweiALE-L21,0.0
867,DeviceInfo_ALE-L23 Build/HuaweiALE-L23,0.0
868,DeviceInfo_ALP-L09 Build/HUAWEIALP-L09,0.0
869,DeviceInfo_ALP-L09 Build/HUAWEIALP-L09S,0.0
870,DeviceInfo_ALTER,0.0
871,DeviceInfo_ALUMINI,0.0
872,DeviceInfo_AOC_U706G,0.0
873,DeviceInfo_ASTRO,0.0
874,DeviceInfo_ASUS,0.0
875,DeviceInfo_ASUS_P00J,0.0
876,DeviceInfo_ASUS_X008DC Build/NRD90M,0.0
877,DeviceInfo_ASUS_X00DD,0.0
878,DeviceInfo_ASUS_X00DDA,0.0
879,DeviceInfo_ASUS_X015D Build/NRD90M,0.0
880,DeviceInfo_ASUS_Z00AD Build/LRX21V,0.0
881,DeviceInfo_ASUS_Z00ED,0.0
882,DeviceInfo_ASUS_Z00UD,0.0
883,DeviceInfo_ASUS_Z017D,0.0
884,DeviceInfo_ASUS_Z017DA,0.0
885,DeviceInfo_ASUS_Z01BDA,0.0
886,DeviceInfo_ASUS_Z01KD,0.0
887,DeviceInfo_ATT,0.0
888,DeviceInfo_ATT-IE11,0.0
889,DeviceInfo_AX1070,0.0
890,DeviceInfo_AX820 Build/MRA58K,0.0
891,DeviceInfo_AX920,0.0
892,DeviceInfo_AX921 Build/MRA58K,0.0
893,DeviceInfo_Advance,0.0
894,DeviceInfo_Alcatel_4060A,0.0
895,DeviceInfo_Alcatel_4060O Build/MMB29M,0.0
896,DeviceInfo_Alcatel_5044R Build/NRD90M,0.0
897,DeviceInfo_Alcatel_5054O,0.0
898,DeviceInfo_Alcatel_5056O,0.0
899,DeviceInfo_Alcatel_5098O Build/MMB29M,0.0
900,DeviceInfo_Android,0.0
901,DeviceInfo_Android 4.4.2,0.0
902,DeviceInfo_Android 5.1,0.0
903,DeviceInfo_Android 5.1.1,0.0
904,DeviceInfo_Android 6.0,0.0
905,DeviceInfo_Android 6.0.1,0.0
906,DeviceInfo_Android 7.0,0.0
907,DeviceInfo_Aquaris,0.0
908,DeviceInfo_Aquaris U Plus Build/NMF26F,0.0
909,DeviceInfo_Aquaris V Build/N2G47H,0.0
910,DeviceInfo_Aquaris X5 Plus Build/NMF26F,0.0
911,DeviceInfo_Aquaris_A4.5,0.0
912,DeviceInfo_Archos,0.0
913,DeviceInfo_B1-790,0.0
914,DeviceInfo_B1-810,0.0
915,DeviceInfo_B3-A20,0.0
916,DeviceInfo_B3-A40,0.0
917,DeviceInfo_BAC-L03 Build/HUAWEIBAC-L03,0.0
918,DeviceInfo_BAH-L09 Build/HUAWEIBAH-L09,0.0
919,DeviceInfo_BBA100-1,0.0
920,DeviceInfo_BBA100-2,0.0
921,DeviceInfo_BBB100-1,0.0
922,DeviceInfo_BBB100-2,0.0
923,DeviceInfo_BBB100-3,0.0
924,DeviceInfo_BG2-W09,0.0
925,DeviceInfo_BLA-L09 Build/HUAWEIBLA-L09,0.0
926,DeviceInfo_BLA-L29 Build/HUAWEIBLA-L29,0.0
927,DeviceInfo_BLADE A520 Build/NRD90M,0.0
928,DeviceInfo_BLADE A602 Build/MRA58K,0.0
929,DeviceInfo_BLADE L7 Build/MRA58K,0.0
930,DeviceInfo_BLADE V7 Build/MRA58K,0.0
931,DeviceInfo_BLADE V8 Build/NRD90M,0.0
932,DeviceInfo_BLADE V8 SE Build/NRD90M,0.0
933,DeviceInfo_BLL-L23 Build/HUAWEIBLL-L23,0.0
934,DeviceInfo_BLN-L21 Build/HONORBLN-L21,0.0
935,DeviceInfo_BLN-L24 Build/HONORBLN-L24,0.0
936,DeviceInfo_BLU,0.0
937,DeviceInfo_BLU ENERGY X PLUS Build/LRX21M,0.0
938,DeviceInfo_BLU LIFE XL Build/L050U,0.0
939,DeviceInfo_BLU STUDIO C 5+5 Build/LRX21M,0.0
940,DeviceInfo_BND-L21 Build/HONORBND-L21,0.0
941,DeviceInfo_BNTV400,0.0
942,DeviceInfo_BOIE9,0.0
943,DeviceInfo_BV6000,0.0
944,DeviceInfo_BV7000,0.0
945,DeviceInfo_Beat,0.0
946,DeviceInfo_Blade,0.0
947,DeviceInfo_Blade A460 Build/LMY47O,0.0
948,DeviceInfo_Blade A465 Build/LMY47D,0.0
949,DeviceInfo_Blade A475 Build/LMY47D,0.0
950,DeviceInfo_Blade A510 Build/MRA58K,0.0
951,DeviceInfo_Blade L2 Plus Build/KOT49H,0.0
952,DeviceInfo_Blade L3 Build/KOT49H,0.0
953,DeviceInfo_Blade L5 Build/LMY47I,0.0
954,DeviceInfo_Blade V580 Build/LMY47D,0.0
955,DeviceInfo_Blade V6 Build/LRX22G,0.0
956,DeviceInfo_Blade V6 Max Build/MRA58K,0.0
957,DeviceInfo_Blade V6 Plus Build/MRA58K,0.0
958,DeviceInfo_Build/OPR6.170623.013,0.0
959,DeviceInfo_C1904,0.0
960,DeviceInfo_C2104,0.0
961,DeviceInfo_C6743 Build/LMY47V,0.0
962,DeviceInfo_C6903,0.0
963,DeviceInfo_C6906,0.0
964,DeviceInfo_C6906 Build/14.6.A.1.236,0.0
965,DeviceInfo_CAM-L03 Build/HUAWEICAM-L03,0.0
966,DeviceInfo_CAM-L23,0.0
967,DeviceInfo_CHC-U03 Build/HuaweiCHC-U03,0.0
968,DeviceInfo_COVET Build/NRD90M,0.0
969,DeviceInfo_CPH1701,0.0
970,DeviceInfo_CRO-L03 Build/HUAWEICRO-L03,0.0
971,DeviceInfo_Coolpad,0.0
972,DeviceInfo_D2306,0.0
973,DeviceInfo_D2306 Build/18.6.A.0.182,0.0
974,DeviceInfo_D5106,0.0
975,DeviceInfo_D5306,0.0
976,DeviceInfo_D5306 Build/19.4.A.0.182,0.0
977,DeviceInfo_D5316,0.0
978,DeviceInfo_D5316 Build/19.4.A.0.182,0.0
979,DeviceInfo_D5803 Build/23.5.A.1.291,0.0
980,DeviceInfo_D6503,0.0
981,DeviceInfo_D6603,0.0
982,DeviceInfo_D6603 Build/23.5.A.1.291,0.0
983,DeviceInfo_D6708,0.0
984,DeviceInfo_DLI-L22 Build/HONORDLI-L22,0.0
985,DeviceInfo_DT0704K08,0.0
986,DeviceInfo_DUK-AL20,0.0
987,DeviceInfo_Dash,0.0
988,DeviceInfo_E2006,0.0
989,DeviceInfo_E2104,0.0
990,DeviceInfo_E2104 Build/24.0.A.5.14,0.0
991,DeviceInfo_E2303,0.0
992,DeviceInfo_E2306 Build/26.1.A.3.111,0.0
993,DeviceInfo_E2306 Build/26.3.A.1.33,0.0
994,DeviceInfo_E5306 Build/27.3.A.0.129,0.0
995,DeviceInfo_E5306 Build/27.3.A.0.165,0.0
996,DeviceInfo_E5506,0.0
997,DeviceInfo_E5506 Build/29.1.A.0.101,0.0
998,DeviceInfo_E5506 Build/29.2.A.0.166,0.0
999,DeviceInfo_E5606,0.0
1000,DeviceInfo_E5606 Build/30.2.A.1.21,0.0
1001,DeviceInfo_E5803,0.0
1002,DeviceInfo_E5803 Build/32.4.A.1.54,0.0
1003,DeviceInfo_E5823,0.0
1004,DeviceInfo_E5823 Build/32.4.A.1.54,0.0
1005,DeviceInfo_E6553,0.0
1006,DeviceInfo_E6603,0.0
1007,DeviceInfo_E6603 Build/32.4.A.1.54,0.0
1008,DeviceInfo_E6633,0.0
1009,DeviceInfo_E6653 Build/32.4.A.1.54,0.0
1010,DeviceInfo_E6810,0.0
1011,DeviceInfo_E6810 Build/5.320VZ.03.r,0.0
1012,DeviceInfo_E6833,0.0
1013,DeviceInfo_E6853,0.0
1014,DeviceInfo_E6853 Build/32.4.A.1.54,0.0
1015,DeviceInfo_E8QP,0.0
1016,DeviceInfo_EGO,0.0
1017,DeviceInfo_EVA-L09 Build/HUAWEIEVA-L09,0.0
1018,DeviceInfo_EVA-L19 Build/HUAWEIEVA-L19,0.0
1019,DeviceInfo_Edison,0.0
1020,DeviceInfo_Energy X 2 Build/E050L,0.0
1021,DeviceInfo_F1f Build/LMY47V,0.0
1022,DeviceInfo_F3111 Build/33.3.A.1.97,0.0
1023,DeviceInfo_F3113,0.0
1024,DeviceInfo_F3113 Build/33.2.A.3.81,0.0
1025,DeviceInfo_F3113 Build/33.2.A.4.70,0.0
1026,DeviceInfo_F3113 Build/33.3.A.1.97,0.0
1027,DeviceInfo_F3213,0.0
1028,DeviceInfo_F3213 Build/36.0.A.2.146,0.0
1029,DeviceInfo_F3213 Build/36.1.A.1.86,0.0
1030,DeviceInfo_F3311,0.0
1031,DeviceInfo_F3313,0.0
1032,DeviceInfo_F3313 Build/37.0.A.2.108,0.0
1033,DeviceInfo_F3313 Build/37.0.A.2.248,0.0
1034,DeviceInfo_F5121,0.0
1035,DeviceInfo_F5121 Build/34.3.A.0.228,0.0
1036,DeviceInfo_F5121 Build/34.3.A.0.238,0.0
1037,DeviceInfo_F5121 Build/34.3.A.0.252,0.0
1038,DeviceInfo_F5321,0.0
1039,DeviceInfo_F5321 Build/34.2.A.2.47,0.0
1040,DeviceInfo_F5321 Build/34.3.A.0.238,0.0
1041,DeviceInfo_F80 PIABELLA Build/MRA58K,0.0
1042,DeviceInfo_F8331,0.0
1043,DeviceInfo_F8331 Build/41.2.A.7.76,0.0
1044,DeviceInfo_FIG-LX3 Build/HUAWEIFIG-LX3,0.0
1045,DeviceInfo_FP2,0.0
1046,DeviceInfo_FRD-L04 Build/HUAWEIFRD-L04,0.0
1047,DeviceInfo_FRD-L09 Build/HUAWEIFRD-L09,0.0
1048,DeviceInfo_FRD-L14 Build/HUAWEIFRD-L14,0.0
1049,DeviceInfo_FTJ152D,0.0
1050,DeviceInfo_Fractal,0.0
1051,DeviceInfo_G25524K,0.0
1052,DeviceInfo_G3123,0.0
1053,DeviceInfo_G3123 Build/40.0.A.6.135,0.0
1054,DeviceInfo_G3123 Build/40.0.A.6.189,0.0
1055,DeviceInfo_G3223,0.0
1056,DeviceInfo_G3223 Build/42.0.A.4.101,0.0
1057,DeviceInfo_G3223 Build/42.0.A.4.167,0.0
1058,DeviceInfo_G3313,0.0
1059,DeviceInfo_G3313 Build/43.0.A.5.79,0.0
1060,DeviceInfo_G3423,0.0
1061,DeviceInfo_G527-U081,0.0
1062,DeviceInfo_G620S-L03,0.0
1063,DeviceInfo_G8141,0.0
1064,DeviceInfo_G8141 Build/47.1.A.5.51,0.0
1065,DeviceInfo_G8341,0.0
1066,DeviceInfo_GRACE,0.0
1067,DeviceInfo_GT-I8190L Build/JZO54K,0.0
1068,DeviceInfo_GT-I8200N,0.0
1069,DeviceInfo_GT-I9060L Build/JDQ39,0.0
1070,DeviceInfo_GT-I9060M Build/KTU84P,0.0
1071,DeviceInfo_GT-I9195I,0.0
1072,DeviceInfo_GT-I9195L,0.0
1073,DeviceInfo_GT-I9300,0.0
1074,DeviceInfo_GT-I9500,0.0
1075,DeviceInfo_GT-I9505 Build/LRX22C,0.0
1076,DeviceInfo_GT-I9515,0.0
1077,DeviceInfo_GT-N5110,0.0
1078,DeviceInfo_GT-N5110 Build/JDQ39,0.0
1079,DeviceInfo_GT-N7100,0.0
1080,DeviceInfo_GT-N8000,0.0
1081,DeviceInfo_GT-P3100,0.0
1082,DeviceInfo_GT-P5110,0.0
1083,DeviceInfo_GT-P5113,0.0
1084,DeviceInfo_GT-P5210 Build/JDQ39,0.0
1085,DeviceInfo_GT-P5210 Build/KOT49H,0.0
1086,DeviceInfo_GT-S5310L,0.0
1087,DeviceInfo_GT-S7275B,0.0
1088,DeviceInfo_GT-S7390,0.0
1089,DeviceInfo_GT-S7580L Build/JDQ39,0.0
1090,DeviceInfo_Gigaset,0.0
1091,DeviceInfo_Grand,0.0
1092,DeviceInfo_Grand2c,0.0
1093,DeviceInfo_Gravity Build/NRD90M,0.0
1094,DeviceInfo_H1611,0.0
1095,DeviceInfo_H1711 Build/HUAWEIH1711,0.0
1096,DeviceInfo_H550,0.0
1097,DeviceInfo_HELIO,0.0
1098,DeviceInfo_HIGHWAY,0.0
1099,DeviceInfo_HP,0.0
1100,DeviceInfo_HT0701A16,0.0
1101,DeviceInfo_HT0703K16,0.0
1102,DeviceInfo_HTC,0.0
1103,DeviceInfo_HTC 10 Build/NRD90M,0.0
1104,DeviceInfo_HTC Desire 10 lifestyle Build/MMB29M,0.0
1105,DeviceInfo_HTC Desire 510 Build/KOT49H,0.0
1106,DeviceInfo_HTC Desire 526G Build/KOT49H,0.0
1107,DeviceInfo_HTC Desire 530 Build/MMB29M,0.0
1108,DeviceInfo_HTC Desire 626s Build/LMY47O,0.0
1109,DeviceInfo_HTC Desire 650 Build/MMB29M,0.0
1110,DeviceInfo_HTC One A9 Build/NRD90M,0.0
1111,DeviceInfo_HTC One A9s Build/MRA58K,0.0
1112,DeviceInfo_HTC One Build/LRX22G,0.0
1113,DeviceInfo_HTC One M9 Build/NRD90M,0.0
1114,DeviceInfo_HTC One mini Build/KOT49H,0.0
1115,DeviceInfo_HTC One_M8 Build/MRA58K,0.0
1116,DeviceInfo_HTC U11 Build/NMF26X,0.0
1117,DeviceInfo_HTC U11 Build/OPR6.170623.013,0.0
1118,DeviceInfo_HTC6500LVW,0.0
1119,DeviceInfo_HTC6525LVW,0.0
1120,DeviceInfo_HTC6535LVW,0.0
1121,DeviceInfo_HTC6545LVW,0.0
1122,DeviceInfo_HTCD160LVWPP,0.0
1123,DeviceInfo_HTC_D10i,0.0
1124,DeviceInfo_HTC_One_M8s/2.12.111.1,0.0
1125,DeviceInfo_HUAWEI,0.0
1126,DeviceInfo_HUAWEI Build/MMB28B,0.0
1127,DeviceInfo_HUAWEI CAN-L01 Build/HUAWEICAN-L01,0.0
1128,DeviceInfo_HUAWEI CAN-L11 Build/HUAWEICAN-L11,0.0
1129,DeviceInfo_HUAWEI CUN-L03 Build/HUAWEICUN-L03,0.0
1130,DeviceInfo_HUAWEI G7-L03 Build/HuaweiG7-L03,0.0
1131,DeviceInfo_HUAWEI GRA-L09 Build/HUAWEIGRA-L09,0.0
1132,DeviceInfo_HUAWEI LUA-U23 Build/HUAWEILUA-U23,0.0
1133,DeviceInfo_HUAWEI LYO-L21 Build/HUAWEILYO-L21,0.0
1134,DeviceInfo_HUAWEI M2-801W Build/HUAWEIM2-801W,0.0
1135,DeviceInfo_HUAWEI NXT-L09 Build/HUAWEINXT-L09,0.0
1136,DeviceInfo_HUAWEI RIO-L03 Build/HUAWEIRIO-L03,0.0
1137,DeviceInfo_HUAWEI TAG-L13 Build/HUAWEITAG-L13,0.0
1138,DeviceInfo_HUAWEI VNS-L21 Build/HUAWEIVNS-L21,0.0
1139,DeviceInfo_HUAWEI VNS-L23 Build/HUAWEIVNS-L23,0.0
1140,DeviceInfo_HUAWEI VNS-L31 Build/HUAWEIVNS-L31,0.0
1141,DeviceInfo_HUAWEI VNS-L53 Build/HUAWEIVNS-L53,0.0
1142,DeviceInfo_HUAWEI Y360-U23 Build/HUAWEIY360-U23,0.0
1143,DeviceInfo_HUAWEI Y520-U03 Build/HUAWEIY520-U03,0.0
1144,DeviceInfo_HUAWEI Y560-L03 Build/HUAWEIY560-L03,0.0
1145,DeviceInfo_HUAWEI Y625-U13 Build/HUAWEIY625-U13,0.0
1146,DeviceInfo_Helix,0.0
1147,DeviceInfo_Hisense,0.0
1148,DeviceInfo_Hisense F102 Build/NRD90M,0.0
1149,DeviceInfo_Hisense F20 Build/MMB29M,0.0
1150,DeviceInfo_Hisense F23 Build/NRD90M,0.0
1151,DeviceInfo_Hisense F32 Build/NMF26F,0.0
1152,DeviceInfo_Hisense L675 Build/MRA58K,0.0
1153,DeviceInfo_Hisense L675 PRO Build/NRD90M,0.0
1154,DeviceInfo_Hisense T963 Build/MRA58K,0.0
1155,DeviceInfo_Hisense U963 Build/MRA58K,0.0
1156,DeviceInfo_ICON,0.0
1157,DeviceInfo_ILIUM,0.0
1158,DeviceInfo_IdeaTab,0.0
1159,DeviceInfo_IdeaTabA1000-F,0.0
1160,DeviceInfo_IdeaTabA2109A,0.0
1161,DeviceInfo_Ilium,0.0
1162,DeviceInfo_Ilium L1000 Build/LRX22G,0.0
1163,DeviceInfo_Ilium L1120 Build/NRD90M,0.0
1164,DeviceInfo_Ilium L610 Build/MRA58K,0.0
1165,DeviceInfo_Ilium L620 Build/NRD90M,0.0
1166,DeviceInfo_Ilium L910 Build/MRA58K,0.0
1167,DeviceInfo_Ilium L950 Build/KTU84P,0.0
1168,DeviceInfo_Ilium LT500 Build/LMY47O,0.0
1169,DeviceInfo_Ilium LT510 Build/MRA58K,0.0
1170,DeviceInfo_Ilium LT520 Build/NRD90M,0.0
1171,DeviceInfo_Ilium Pad T7X Build/LMY47I,0.0
1172,DeviceInfo_Ilium X210 Build/LMY47I,0.0
1173,DeviceInfo_Ilium X220 Build/MRA58K,0.0
1174,DeviceInfo_Ilium X510 Build/MRA58K,0.0
1175,DeviceInfo_Ilium X520 Build/NRD90M,0.0
1176,DeviceInfo_Ilium X710 Build/MRA58K,0.0
1177,DeviceInfo_Infinit,0.0
1178,DeviceInfo_Infinix,0.0
1179,DeviceInfo_Intel,0.0
1180,DeviceInfo_Joy,0.0
1181,DeviceInfo_K10,0.0
1182,DeviceInfo_K88,0.0
1183,DeviceInfo_K88 Build/MMB29M,0.0
1184,DeviceInfo_K90U,0.0
1185,DeviceInfo_K92,0.0
1186,DeviceInfo_KFAPWI Build/KTU84M,0.0
1187,DeviceInfo_KFASWI Build/LVY48F,0.0
1188,DeviceInfo_KFAUWI Build/LVY48F,0.0
1189,DeviceInfo_KFDOWI Build/LVY48F,0.0
1190,DeviceInfo_KFFOWI Build/LVY48F,0.0
1191,DeviceInfo_KFGIWI Build/LVY48F,0.0
1192,DeviceInfo_KFJWI,0.0
1193,DeviceInfo_KFMEWI,0.0
1194,DeviceInfo_KFSAWI,0.0
1195,DeviceInfo_KFSOWI,0.0
1196,DeviceInfo_KFSUWI Build/LVY48F,0.0
1197,DeviceInfo_KFTBWI Build/LVY48F,0.0
1198,DeviceInfo_KFTHWI Build/KTU84M,0.0
1199,DeviceInfo_KFTT Build/IML74K,0.0
1200,DeviceInfo_KIW-L24,0.0
1201,DeviceInfo_KYOCERA-C6742A Build/LMY47V,0.0
1202,DeviceInfo_KYY22,0.0
1203,DeviceInfo_LAVA_A3,0.0
1204,DeviceInfo_LEX829,0.0
1205,DeviceInfo_LG-D213,0.0
1206,DeviceInfo_LG-D320,0.0
1207,DeviceInfo_LG-D320 Build/KOT49I.V10a,0.0
1208,DeviceInfo_LG-D331,0.0
1209,DeviceInfo_LG-D331 Build/LRX22G,0.0
1210,DeviceInfo_LG-D373 Build/KOT49I.V10a,0.0
1211,DeviceInfo_LG-D400,0.0
1212,DeviceInfo_LG-D625,0.0
1213,DeviceInfo_LG-D680,0.0
1214,DeviceInfo_LG-D680 Build/KOT49I,0.0
1215,DeviceInfo_LG-D681,0.0
1216,DeviceInfo_LG-D693n,0.0
1217,DeviceInfo_LG-D693n Build/KOT49I.V10a,0.0
1218,DeviceInfo_LG-D693n Build/LRX22G,0.0
1219,DeviceInfo_LG-D722,0.0
1220,DeviceInfo_LG-D725,0.0
1221,DeviceInfo_LG-D802,0.0
1222,DeviceInfo_LG-D850,0.0
1223,DeviceInfo_LG-D851,0.0
1224,DeviceInfo_LG-D855,0.0
1225,DeviceInfo_LG-D855 Build/LRX21R,0.0
1226,DeviceInfo_LG-D959,0.0
1227,DeviceInfo_LG-E450f,0.0
1228,DeviceInfo_LG-E980h,0.0
1229,DeviceInfo_LG-F400K,0.0
1230,DeviceInfo_LG-H221,0.0
1231,DeviceInfo_LG-H320 Build/LRX21Y,0.0
1232,DeviceInfo_LG-H340AR,0.0
1233,DeviceInfo_LG-H343,0.0
1234,DeviceInfo_LG-H345,0.0
1235,DeviceInfo_LG-H420 Build/LRX21Y,0.0
1236,DeviceInfo_LG-H443/H44312g,0.0
1237,DeviceInfo_LG-H500 Build/LRX21Y,0.0
1238,DeviceInfo_LG-H520,0.0
1239,DeviceInfo_LG-H525n Build/MRA58K,0.0
1240,DeviceInfo_LG-H540,0.0
1241,DeviceInfo_LG-H542 Build/LRX22G,0.0
1242,DeviceInfo_LG-H542 Build/MRA58K,0.0
1243,DeviceInfo_LG-H631,0.0
1244,DeviceInfo_LG-H650 Build/LMY47V,0.0
1245,DeviceInfo_LG-H650 Build/MRA58K,0.0
1246,DeviceInfo_LG-H700 Build/NRD90U,0.0
1247,DeviceInfo_LG-H735 Build/LMY47V,0.0
1248,DeviceInfo_LG-H810,0.0
1249,DeviceInfo_LG-H810/H81021z,0.0
1250,DeviceInfo_LG-H810/H81022f,0.0
1251,DeviceInfo_LG-H811 Build/MRA58K,0.0
1252,DeviceInfo_LG-H812,0.0
1253,DeviceInfo_LG-H815,0.0
1254,DeviceInfo_LG-H815 Build/MRA58K,0.0
1255,DeviceInfo_LG-H820 Build/NRD90U,0.0
1256,DeviceInfo_LG-H830,0.0
1257,DeviceInfo_LG-H830 Build/NRD90U,0.0
1258,DeviceInfo_LG-H831 Build/NRD90U,0.0
1259,DeviceInfo_LG-H840 Build/MMB29M,0.0
1260,DeviceInfo_LG-H840 Build/NRD90U,0.0
1261,DeviceInfo_LG-H850,0.0
1262,DeviceInfo_LG-H850 Build/MMB29M,0.0
1263,DeviceInfo_LG-H870 Build/NRD90U,0.0
1264,DeviceInfo_LG-H870DS Build/NRD90U,0.0
1265,DeviceInfo_LG-H871,0.0
1266,DeviceInfo_LG-H872 Build/NRD90U,0.0
1267,DeviceInfo_LG-H900/H90022b,0.0
1268,DeviceInfo_LG-H901,0.0
1269,DeviceInfo_LG-H910 Build/NRD90M,0.0
1270,DeviceInfo_LG-H918 Build/NRD90M,0.0
1271,DeviceInfo_LG-H931,0.0
1272,DeviceInfo_LG-H932,0.0
1273,DeviceInfo_LG-H960,0.0
1274,DeviceInfo_LG-H990 Build/NRD90M,0.0
1275,DeviceInfo_LG-K200 Build/MXB48T,0.0
1276,DeviceInfo_LG-K220 Build/MXB48T,0.0
1277,DeviceInfo_LG-K240 Build/MXB48T,0.0
1278,DeviceInfo_LG-K330,0.0
1279,DeviceInfo_LG-K371,0.0
1280,DeviceInfo_LG-K373,0.0
1281,DeviceInfo_LG-K410 Build/LRX22G,0.0
1282,DeviceInfo_LG-K420,0.0
1283,DeviceInfo_LG-K428 Build/MMB29M,0.0
1284,DeviceInfo_LG-K428 Build/NRD90U,0.0
1285,DeviceInfo_LG-K430 Build/MRA58K,0.0
1286,DeviceInfo_LG-K450 Build/MXB48T,0.0
1287,DeviceInfo_LG-K500 Build/MMB29M,0.0
1288,DeviceInfo_LG-K530 Build/MMB29M,0.0
1289,DeviceInfo_LG-K530 Build/NRD90U,0.0
1290,DeviceInfo_LG-K540 Build/MMB29M,0.0
1291,DeviceInfo_LG-K550,0.0
1292,DeviceInfo_LG-K550 Build/NRD90U,0.0
1293,DeviceInfo_LG-K580 Build/MRA58K,0.0
1294,DeviceInfo_LG-LK460,0.0
1295,DeviceInfo_LG-LS777 Build/NRD90U,0.0
1296,DeviceInfo_LG-LS993 Build/NRD90U,0.0
1297,DeviceInfo_LG-LS995,0.0
1298,DeviceInfo_LG-LS997 Build/NRD90M,0.0
1299,DeviceInfo_LG-LS998,0.0
1300,DeviceInfo_LG-M150,0.0
1301,DeviceInfo_LG-M153 Build/MXB48T,0.0
1302,DeviceInfo_LG-M154,0.0
1303,DeviceInfo_LG-M210 Build/NRD90U,0.0
1304,DeviceInfo_LG-M250 Build/NRD90U,0.0
1305,DeviceInfo_LG-M255,0.0
1306,DeviceInfo_LG-M257,0.0
1307,DeviceInfo_LG-M320 Build/NRD90U,0.0
1308,DeviceInfo_LG-M322,0.0
1309,DeviceInfo_LG-M327 Build/NRD90U,0.0
1310,DeviceInfo_LG-M400 Build/NRD90U,0.0
1311,DeviceInfo_LG-M430 Build/NRD90U,0.0
1312,DeviceInfo_LG-M700 Build/NMF26X,0.0
1313,DeviceInfo_LG-M710 Build/NRD90U,0.0
1314,DeviceInfo_LG-P708g,0.0
1315,DeviceInfo_LG-P714,0.0
1316,DeviceInfo_LG-SP200,0.0
1317,DeviceInfo_LG-SP320,0.0
1318,DeviceInfo_LG-TP260 Build/NRD90U,0.0
1319,DeviceInfo_LG-TP450 Build/NRD90U,0.0
1320,DeviceInfo_LG-V410,0.0
1321,DeviceInfo_LG-V495,0.0
1322,DeviceInfo_LG-V495/V49520l,0.0
1323,DeviceInfo_LG-V496,0.0
1324,DeviceInfo_LG-V500,0.0
1325,DeviceInfo_LG-V520,0.0
1326,DeviceInfo_LG-V521,0.0
1327,DeviceInfo_LG-V700,0.0
1328,DeviceInfo_LG-V930,0.0
1329,DeviceInfo_LG-X165g Build/LRX21M,0.0
1330,DeviceInfo_LG-X180g Build/LMY47I,0.0
1331,DeviceInfo_LG-X210 Build/LMY47I,0.0
1332,DeviceInfo_LG-X220 Build/LMY47I,0.0
1333,DeviceInfo_LG-X230 Build/MRA58K,0.0
1334,DeviceInfo_LG-X240 Build/MRA58K,0.0
1335,DeviceInfo_LGL163BL,0.0
1336,DeviceInfo_LGL164VL Build/NRD90U,0.0
1337,DeviceInfo_LGL33L/V100,0.0
1338,DeviceInfo_LGL41C,0.0
1339,DeviceInfo_LGL52VL Build/LMY47V,0.0
1340,DeviceInfo_LGL57BL,0.0
1341,DeviceInfo_LGL58VL,0.0
1342,DeviceInfo_LGL62VL,0.0
1343,DeviceInfo_LGL83BL,0.0
1344,DeviceInfo_LGL84VL Build/NRD90U,0.0
1345,DeviceInfo_LGLK430,0.0
1346,DeviceInfo_LGLS665 Build/LMY47V,0.0
1347,DeviceInfo_LGLS675 Build/LMY47V,0.0
1348,DeviceInfo_LGLS676 Build/MXB48T,0.0
1349,DeviceInfo_LGLS751,0.0
1350,DeviceInfo_LGLS755,0.0
1351,DeviceInfo_LGLS770,0.0
1352,DeviceInfo_LGLS775 Build/MMB29M,0.0
1353,DeviceInfo_LGLS775 Build/NRD90U,0.0
1354,DeviceInfo_LGLS990,0.0
1355,DeviceInfo_LGLS991,0.0
1356,DeviceInfo_LGLS992,0.0
1357,DeviceInfo_LGMP260 Build/NRD90U,0.0
1358,DeviceInfo_LGMP450 Build/NRD90U,0.0
1359,DeviceInfo_LGMS210 Build/NRD90U,0.0
1360,DeviceInfo_LGMS323,0.0
1361,DeviceInfo_LGMS330 Build/LMY47V,0.0
1362,DeviceInfo_LGMS345,0.0
1363,DeviceInfo_LGMS428,0.0
1364,DeviceInfo_LGMS550 Build/MXB48T,0.0
1365,DeviceInfo_LGMS550 Build/NRD90U,0.0
1366,DeviceInfo_LGMS631 Build/MRA58K,0.0
1367,DeviceInfo_LGUS215 Build/NRD90U,0.0
1368,DeviceInfo_LGUS990,0.0
1369,DeviceInfo_LGUS991,0.0
1370,DeviceInfo_LGUS992,0.0
1371,DeviceInfo_LIMIT,0.0
1372,DeviceInfo_LM-X210(G,0.0
1373,DeviceInfo_LOGIC,0.0
